time,x,y
147.78,15.01449142,0.191779605
147.8,15.01149352,0.191529779
147.82,15.00683889,0.191496908
147.84,15.00360432,0.191332549
147.86,15.00029085,0.191187913
147.88,14.99461063,0.191148467
147.9,14.99208608,0.191286528
147.92,14.98680032,0.19127338
147.94,14.98514358,0.191233934
147.96,14.97938446,0.191102447
147.98,14.97764884,0.19101698
148,14.97291532,0.190839473
148.02,14.96889182,0.190707986
148.04,14.96344827,0.19076058
148.06,14.96155486,0.190615945
148.08,14.95674245,0.190425289
148.1,14.95153557,0.19026093
148.12,14.94861657,0.190162315
148.14,14.94198964,0.189899341
148.16,14.93615163,0.189859895
148.18,14.93070807,0.189873043
148.2,14.92573788,0.189767854
148.22,14.91918984,0.189781002
148.24,14.91421964,0.18970211
148.26,14.90625154,0.189577198
148.28,14.89946683,0.189649515
148.3,14.89063092,0.189728408
148.32,14.88258393,0.189846746
148.34,14.87469473,0.189859895
148.36,14.86719998,0.1898073
148.38,14.85860075,0.189518028
148.4,14.85252606,0.189452285
148.42,14.84455797,0.189136716
148.44,14.83745768,0.18909727
148.46,14.82980516,0.189064398
148.48,14.82207374,0.189044675
148.5,14.81457899,0.188873742
148.52,14.8066109,0.188788276
148.54,14.79525044,0.188617342
148.56,14.78452113,0.188577896
148.58,14.77197729,0.188393815
148.6,14.75856564,0.188439835
148.62,14.74641627,0.188354368
148.64,14.73529249,0.188222881
148.66,14.72298534,0.188005928
148.68,14.71178267,0.187920461
148.7,14.69963329,0.187545723
148.72,14.68724724,0.187447108
148.74,14.67367781,0.187309047
148.76,14.66121287,0.187157837
148.78,14.64646006,0.187124965
148.8,14.63052387,0.187052647
148.82,14.61450878,0.186809396
148.84,14.59967708,0.186763376
148.86,14.58153191,0.186408361
148.88,14.5648068,0.186197982
148.9,14.54760833,0.186040197
148.92,14.52898981,0.185737777
148.94,14.50863567,0.185435357
148.96,14.48907044,0.185389337
148.98,14.46816405,0.185073768
149,14.44678431,0.18485024
149.02,14.42461565,0.184830517
149.04,14.40299923,0.184738476
149.06,14.380515,0.184620138
149.08,14.35653182,0.184672732
149.1,14.33246975,0.184528097
149.12,14.30761875,0.184284846
149.14,14.28316222,0.183995574
149.16,14.25618115,0.183673431
149.18,14.22817447,0.183292119
149.2,14.20072004,0.182923955
149.22,14.17105664,0.182582089
149.24,14.14036764,0.182319115
149.26,14.11062534,0.182056141
149.28,14.08048858,0.181786593
149.3,14.04648611,0.181477598
149.32,14.01240475,0.181280368
149.34,13.97524661,0.180879333
149.36,13.93532724,0.180511169
149.38,13.8940667,0.180077262
149.4,13.85509404,0.17974197
149.42,13.81454353,0.179248894
149.44,13.77383524,0.178821561
149.46,13.73470479,0.178486269
149.48,13.69809889,0.178104957
149.5,13.65881065,0.177776239
149.52,13.61991688,0.177447522
149.54,13.58023419,0.177151676
149.56,13.54260269,0.176796661
149.58,13.50268332,0.176428498
149.6,13.46355287,0.175955144
149.62,13.4236335,0.175567258
149.64,13.38489751,0.17519252
149.66,13.34355808,0.174863802
149.68,13.30292869,0.174344429
149.7,13.26229929,0.173838204
149.72,13.22348441,0.173325404
149.74,13.18537956,0.172832328
149.76,13.14798474,0.172312955
149.78,13.10790758,0.17200396
149.8,13.06767265,0.171681817
149.82,13.02806885,0.171287356
149.84,12.98491491,0.170846875
149.86,12.9423921,0.170505008
149.88,12.90349833,0.170057952
149.9,12.86492013,0.169748958
149.92,12.82302846,0.169295328
149.94,12.78508139,0.168986333
149.96,12.7453987,0.168585298
149.98,12.70626825,0.168157965
150,12.6672167,0.167645166
150.02,12.63061079,0.167178387
150.04,12.59187481,0.166705034
150.06,12.55487444,0.166205383
150.08,12.51645403,0.165791199
150.1,12.47803361,0.165469056
150.12,12.44024433,0.165140339
150.14,12.40229726,0.164620965
150.16,12.36356127,0.164154186
150.18,12.32498307,0.163680833
150.2,12.28679933,0.163075993
150.22,12.24837891,0.162674957
150.24,12.21193079,0.162287071
150.26,12.17571935,0.16193863
150.28,12.13895567,0.161550743
150.3,12.10053525,0.161241749
150.32,12.06211483,0.160742098
150.34,12.02053873,0.16021615
150.36,11.98243388,0.159670479
150.38,11.94417125,0.159059065
150.4,11.90630308,0.158572563
150.42,11.86780377,0.158086061
150.44,11.83198679,0.157770492
150.46,11.79238299,0.157310288
150.48,11.75309476,0.156751468
150.5,11.71364875,0.156389879
150.52,11.6734927,0.155909951
150.54,11.63373112,0.155206496
150.56,11.59531071,0.15465425
150.58,11.55625915,0.154358404
150.6,11.51973214,0.153825882
150.62,11.48438852,0.153273637
150.64,11.4469937,0.152958068
150.66,11.40802104,0.152550458
150.68,11.37236184,0.152057382
150.7,11.33402032,0.151373649
150.72,11.29496876,0.151005486
150.74,11.25678502,0.150611025
150.76,11.21812793,0.150144246
150.78,11.17726186,0.149684041
150.8,11.13781585,0.149480237
150.82,11.09900097,0.148927991
150.84,11.06058056,0.148296854
150.86,11.02200236,0.147862946
150.88,10.98310859,0.14732385
150.9,10.94311033,0.146679563
150.92,10.90421657,0.146350846
